PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp,
0,30.097,17.446,9.34,0.539,2.539,0,
0,34.058,17.114,18.433,0.517,2.25,0,
0.007,32.959,19.034,12.443,0.602,1.948,0,
1.593,35.594,21.156,17.903,0.551,1.781,0,
0,34.489,20.874,19.224,0.455,2.771,0,
6.947,31.537,21.785,10.548,0.753,2.661,0,
17.051,28.691,22.694,11.829,0.895,2.218,0,
12.447,26.45,22.933,12.469,0.895,4.86,0,
8.276,25.3,19.252,15.983,0.743,4.79,0,
0,23.834,15.507,15.163,0.336,2.652,0,
0,23.211,11.457,15.335,0.429,2.497,0,
2.068,18.768,14.013,8.087,0.707,2.375,0,
0,24.198,11.799,16.77,0.511,1.969,0,
0,25.512,9.611,18.435,0.498,1.537,0,
0,25.346,12.439,12.822,0.463,2.248,0,
0,25.012,13.97,17.654,0.536,2.829,0,
0.027,23.574,12.325,8.127,0.548,2.7,0,
0.003,29.025,14.597,16.136,0.612,4.116,0,
0,30.107,18.563,16.967,0.621,5.427,0,
3.426,25.443,9.908,17.75,0.465,4.854,0,
6.722,12.688,7.907,3.148,0.595,2.092,0,
1.044,14.183,8.969,2.619,0.688,1.937,0,
0,18.948,4.281,16.215,0.528,2.113,0,
0,19.891,4.904,17.525,0.468,2.37,0,
0,21.678,3.885,16.458,0.427,1.744,0,
0,23.049,6.591,16.697,0.429,2.575,0,
0,25.342,11.38,15.739,0.556,4.535,0,
2.463,23.603,18.939,5.744,0.704,6.154,0,
16.282,23.358,10.324,15.025,0.746,1.621,0,
0.369,25.916,13.522,6.126,0.821,3.234,0,
3.00E-03,29.032,18.668,13.66,0.722,4.935,0,
0.287,28.666,19.992,12.883,0.695,5.178,0,
17.727,23.532,17.261,9.627,0.842,3.394,0,
3.313,17.275,8.738,8.32,0.718,5.245,0,
0,14.312,2.337,15.476,0.407,2.761,0,
0,17.422,2.54,15.418,0.462,2.61,0,
0,20.94,7.376,13.475,0.606,4.415,0,
0.203,21.849,14.413,7.454,0.655,4.944,0,
0,22.715,11.732,12.696,0.643,3.754,0,
0.062,22.205,10.947,6.543,0.582,3.055,0,
9.342,19.777,17.998,0.722,0.855,2.926,0,
1.051,24.267,17.568,4.786,0.796,5.336,0,
1.571,23.326,11.026,13.726,0.528,6.53,0,
0,11.974,-1.003,15.183,0.417,3.072,0,
0,12.632,4.079,14.154,0.514,4.551,0,
0,11.368,-1.245,14.745,0.519,3.491,0,
1.361,9.957,3.707,2.918,0.661,3.085,0,
7.074,11.934,7.537,2.255,0.942,2.246,0,
1.205,16.661,11.049,5.988,0.908,1.634,0,
16.847,20.974,13.789,3.15,0.939,3.998,0,
0.522,25.013,17.775,6.719,0.819,4.814,0,
0,26.009,11.707,12.83,0.632,1.714,0,
0.505,22.125,17.137,4.712,0.857,3.55,0,
5.009,20.283,7.921,2.385,0.896,5.399,0,
0.158,7.921,0.878,10.651,0.576,6.213,0,
1.13,7.824,0.961,4.094,0.592,2.387,0,
9.366,8.444,7.209,1.432,0.791,2.676,0,
31.812,9.355,6.99,1.682,0.947,3.429,0,
0.343,14.083,1.869,11.791,0.846,3.773,0,
0,19.656,9.414,12.635,0.844,4.549,0,
0.331,21.997,14.053,9.013,0.846,4.496,0,
0.463,25.614,18.049,5.807,0.85,5.875,0,
24.345,22.288,20.302,2.537,0.886,7.244,0,
21.08,19.367,10.771,8.475,0.896,3.413,0,
0.249,12.411,7.366,8.164,0.885,2.04,0,
1.555,14.431,5.017,11.802,0.846,3.143,0,
0,13.541,5.064,12.553,0.769,2.747,0,
0.182,11.066,5.995,5.071,0.921,2.853,0,
0.984,13.477,6.527,9.272,0.885,3.637,0,
0.79,10.101,6.938,5.662,0.848,4.642,0,
19.036,6.77,5.425,1.037,0.923,2.44,0,
27.79,7.385,-0.048,0.883,0.95,4.878,0,
0.364,5.845,-4.461,11.674,0.655,4.326,0,
0,7.889,-2.073,12.549,0.509,3.151,0,
0.966,11.802,2.45,3.178,0.885,5.133,0,
0.937,11.241,3.959,11.468,0.846,4.085,0,
0,14.054,1.973,12.139,0.735,1.724,0,
0,15.019,4.551,11.908,0.764,3.884,0,
0.069,18.849,10.619,7.297,0.813,6.638,0,
0,13.701,6.143,12.093,0.57,3.661,0,
0,15.078,5.121,12.19,0.572,2.719,0,
0.582,14.611,6.881,2.964,0.871,3.902,0,
0.459,22.014,14.426,7.582,0.859,6.064,0,
1.365,18.938,16.685,2.901,0.846,6.794,0,
1.059,22.497,17.929,8.004,0.813,6.836,0,
0.065,18.16,8.245,2.44,0.483,3.93,0,
1.178,7.845,4.435,2.04,0.745,5.295,0,
29.121,8.094,5.658,1.599,0.944,2.986,0,
0.062,6.452,2.047,11.242,0.823,5.076,0,
0,5.237,-1.702,12.571,0.659,4.394,0,
0,7.898,-3.395,12.398,0.603,2.571,0,
9.249,3.731,-1.326,2.332,0.821,2.339,0,
5.16,3.501,1.902,0.794,0.898,2.978,0,
4.178,7.664,1.529,9.638,0.903,3.994,0,
0.647,4.748,0.511,8.72,0.839,3.671,0,
0.086,8.336,-1.713,11.687,0.826,1.943,0,
0.017,8.482,0.853,10.02,0.893,2.881,0,
0,12.302,-0.123,12.399,0.864,2.423,0,
0.591,14.861,8.425,6.857,0.915,2.029,0,
0.7,10.71,8.693,3.021,0.934,2.306,0,
0.848,12.995,7.131,5.672,0.889,2.641,0,
0,13.022,5.337,12.585,0.724,3.433,0,
0,15.71,4.776,12.861,0.567,3.699,0,
0,10.586,0.402,13.111,0.538,3.367,0,
0,18.746,5.197,13.121,0.64,3.557,0,
0.00E+00,16.596,9.248,13.007,0.654,4.74,0,
0,10.846,0.582,13.469,0.583,5.098,0,
0,10.676,-2.337,13.547,0.726,1.726,0,
0,13.891,-0.701,11.758,0.742,1.57,0,
1.871,10.211,1.372,3.252,0.786,4.535,0,
7.45,1.859,-0.383,1.768,0.892,4.929,0,
0.443,6.436,-0.412,8.496,0.784,4.977,0,
0.405,6.209,1.4,7.442,0.791,3.642,0,
1.655,3.506,-0.36,6.119,0.795,3.958,0,
0.158,9.315,-0.546,12.655,0.754,2.923,0,
0.01,11.32,1.906,7.412,0.864,2.6,0,
0.601,9.743,2.607,4.691,0.861,3.441,0,
2.232,9.256,6.523,2.333,0.887,4.359,0,
0.942,7.791,1.304,8.195,0.834,4.585,0,
1.003,7.33,4.72,3.524,0.861,4.622,0,
2.173,15.981,6.335,13.268,0.812,6.259,0,
0,16.131,3.619,14.128,0.776,3.1,0,
17.242,14.463,9.2,2.899,0.923,5.404,0,
4.031,14.778,4.801,4.186,0.862,5.941,0,
1.025,4.257,-0.813,7.617,0.73,6.833,0,
0.014,6.194,-2.49,14.755,0.643,5.014,0,
2.309,1.249,-1.939,2.427,0.731,3.302,0,
1.56E+01,3.38,0.536,2.338,0.944,3.316,0,
0.798,4.859,0.765,6.764,0.883,3.302,0,
0.257,6.579,-1.866,12.488,0.743,2.477,0,
0.294,10.072,3.62,4.564,0.874,4.509,0,
10.417,15.672,9.49,3.384,0.967,2.758,0,
1.059,13.136,8.444,7.082,0.908,3.082,0,
0.215,11.586,6.518,8.146,0.867,2.258,0,
0.95,10.787,6.679,4.959,0.871,2.976,0,
0.263,10.972,4.051,5.984,0.89,2.421,0,
0.179,13.638,5.027,12.582,0.865,4.152,0,
0.28,15.371,7.694,14.904,0.81,3.904,0,
0.017,16.062,8.218,16.63,0.779,3.358,0,
0,17.817,5.884,15.623,0.787,2.766,0,
2.311,15.458,9.369,9.23,0.828,2.535,0,
0.268,19.646,9.967,15.654,0.822,4.661,0,
2.154,18.505,12.511,10.488,0.818,5.487,0,
70.865,16.224,9.994,13.698,0.895,2.675,0,
1.245,15.035,8.98,4.151,0.906,4.103,0,
0.609,17.533,9.546,9.543,0.888,2.456,0,
0.007,20.611,9.387,17.127,0.84,2.411,0,
0.024,14.66,4.733,14.107,0.779,4.703,0,
0.017,9.519,1.557,13.72,0.777,4.041,0,
0.062,10.131,3.452,8.991,0.735,2.505,0,
0.007,18.017,0.991,17.832,0.749,1.485,0,
0,23.407,8.891,18.68,0.708,4.053,0,
0,25.984,13.492,18.499,0.779,3.84,0,
0.014,21.44,14.093,10.335,0.815,4.392,0,
19.765,19.405,16.033,3.651,0.926,5.881,0,
3.746,20.369,11.838,17.509,0.785,5.77,0,
0,20.16,12.285,19.462,0.595,6.129,0,
0,16.931,9.47,18.13,0.566,3.622,0,
0,18.514,7.047,16.064,0.668,2.049,0,
0.484,14.457,6.877,19.569,0.643,4.689,0,
0,11.214,2.009,20.813,0.583,3.942,0,
0,11.376,-2.045,21.102,0.566,2.718,0,
0,16.41,-0.114,20.967,0.7,1.686,0,
0,21.076,7.279,16.728,0.724,3.672,0,
0.635,22.493,13.506,16.246,0.837,3.753,0,
0.199,21.429,11.605,11.948,0.803,3.724,0,
5.174,19.707,12.044,14.16,0.86,2.994,0,
11.167,15.338,7.85,6.505,0.881,6.533,0,
0.048,16.295,5.095,19.104,0.743,3.642,0,
0.333,20.395,5.655,17.107,0.776,2.123,0,
9.479,13.916,4.113,8.252,0.837,4.748,0,
0.014,9.932,-0.445,21.47,0.631,4.244,0,
0,13.73,-1.049,20.654,0.607,2.323,0,
6.482,9.54,5.845,4.97,0.87,3.755,0,
1.428,13.781,3.153,13.633,0.848,2.333,0,
0.448,13.082,5.353,7.388,0.829,4.362,0,
29.574,18.454,11.128,18.124,0.771,7.971,0,
0,15.37,6.108,23.444,0.558,5.585,0,
0,18.359,0.545,23.536,0.66,2.292,0,
0,20.389,5.267,19.992,0.66,3.906,0,
5.706,17.388,12.617,13.912,0.82,4.039,0,
0.01,23.647,5.055,22.419,0.826,3.547,0,
1.291,24.323,8.783,15.82,0.749,8.282,0,
0.165,15.531,5.001,23.111,0.556,7.842,0,
0,21.741,0.919,23.909,0.542,3.376,0,
2.098,18.001,13.081,4.735,0.787,5.309,0,
3.753,17.165,6.525,2.435,0.949,3.71,0,
0.621,14.61,4.742,12.765,0.774,4.964,0,
0.031,12.681,3.927,10.741,0.716,4.571,0,
1.651,12.641,7.493,7.206,0.862,3.147,0,
0.058,17.215,2.378,23.576,0.68,3.735,0,
0.031,24.102,6.043,25.36,0.555,2.749,0,
0,27.148,10.036,25.42,0.548,3.525,0,
1.174,26.654,15.474,19.896,0.672,6.255,0,
16.299,22.085,18.175,8.132,0.86,4.493,0,
0.003,18.444,4.908,24.524,0.531,4.183,0,
0,16.222,1.167,26.706,0.494,3.031,0,
0,22.245,1.88,26.418,0.47,1.747,0,
0,22.927,6.166,25.88,0.533,3.52,0,
0,22.022,8.352,26.242,0.614,3.61,0,
0.089,17.885,5.824,13.787,0.626,4.515,0,
6.551,13.795,6.018,3.334,0.935,4.024,0,
4.199,13.99,8.634,2.52,0.948,3.395,0,
4.879,21.12,14.411,4.902,0.945,2.82,0,
1.689,18.77,12.676,5.37,0.852,4.923,0,
0.041,20.828,8.705,25.484,0.686,3.86,0,
0,24.619,7.668,27.285,0.632,2.867,0,
0.031,26.797,12.691,25.17,0.652,4.7,0,
0,27.765,14.315,26.06,0.67,4.413,0,
0.743,27.094,18.05,11.29,0.796,5.1,0,
0.728,29.544,19.554,10.214,0.742,4.865,0,
0.731,29.166,20.104,8.699,0.734,5.729,0,
0.034,32.491,21.821,20.43,0.623,6.911,0,
3.279,28.986,19.584,6.148,0.718,5.141,0,
2.973,22.782,11.094,24.939,0.698,3.672,0,
0,27.913,6.093,28.329,0.571,1.481,0,
0,28.215,11.929,28.258,0.474,3.45,0,
0,29.944,14.861,28.004,0.474,6.253,0,
0.961,31.248,19.55,22.195,0.612,6.245,0,
0,25.341,12.197,28.623,0.511,4.188,0,
0,22.97,8.156,25.703,0.655,3.179,0,
5.615,21.596,12.292,7.459,0.87,2.74,0,
24.321,29.888,18.206,23.594,0.845,4.025,0,
8.36,27.95,18.023,26.636,0.797,3.662,0,
2.359,27.711,17.969,22.452,0.758,3.77,0,
9.438,27.718,21.008,19.054,0.802,4.243,0,
12.116,20.837,10.756,10.151,0.911,4.178,0,
0.007,25.003,8.025,27.383,0.716,2.355,0,
0.021,29.081,14.128,27.07,0.645,4.603,0,
2.08E+01,24.139,18.412,7.477,0.883,3.825,0,
1.947,31.062,11.613,26.962,0.703,1.829,0,
18.594,26.626,15.082,10.248,0.801,4.017,0,
21.935,24.786,16.905,8.71,0.932,2.672,0,
0.378,31.754,14.788,27.994,0.732,1.996,0,
1.6,26.767,15.809,16.894,0.672,2.606,0,
0,28.791,11.829,28.269,0.588,2.171,0,
0,32.605,12.442,28.88,0.564,1.769,0,
0,33.652,16.012,25.805,0.602,1.894,0,
1.476,31.504,19.125,21.975,0.699,1.918,0,
0,33.698,18.634,25.675,0.617,2.391,0,
0,34.73,18.461,27.039,0.58,1.836,0,
0.093,30.711,16.657,26.07,0.605,2.33,0,
89.468,17.526,10.299,7.795,0.928,4.025,0,
0.021,28.137,8.742,26.999,0.715,1.576,0,
0,32.824,18.341,27.965,0.633,4.038,0,
0,34.811,21.003,28.777,0.605,5.218,0,
3.722,32.977,20.278,28.953,0.696,2.358,0,
0.409,33.269,20.543,23.826,0.616,2.334,0,
28.132,29.146,17.813,12.362,0.825,3.486,0,
0.007,26.757,13.639,19.594,0.639,2.836,0,
0,31.886,11.738,28.999,0.634,0.966,0,
0,31.424,15.578,29.396,0.566,1.852,0,
0,31.828,17.494,29.177,0.532,3.24,0,
0.841,32.81,18.942,26.976,0.58,3.973,0,
0,31.833,18.843,26.279,0.57,4.128,0,
0,34.331,20.36,28.706,0.617,3.948,0,
0.33,32.626,21.186,21.527,0.627,3.901,0,
0.034,32.309,17.374,27.815,0.582,2.529,0,
0.021,33.986,20.841,24.647,0.577,2.229,0,
0.704,32.175,20.007,20.04,0.679,2.301,0,
0,33.651,18.413,27.169,0.673,2.011,0,
0.227,34.11,19.654,24.3,0.676,2.425,0,
0,35.892,19.949,28.55,0.616,2.25,0,
0,33.499,19.449,27.534,0.613,2.707,0,
1.174,31.529,20.078,24.274,0.72,2.427,0,
0.992,34.004,20.446,19.567,0.729,2.03,0,
17.19,29.2,20.498,21.446,0.887,2.351,0,
16.184,26.502,22.276,20.395,0.934,2.183,0,
15.309,33.597,22.005,26.254,0.856,2.133,0,
0.172,36.963,22.745,28.557,0.654,4.065,0,
0.014,38.193,24.519,28.404,0.556,4.194,0,
7.963,37.521,21.313,27.399,0.681,3.814,0,
0,36.326,24.885,25.822,0.511,3.745,0,
2.784,34.107,23.989,25.233,0.62,4.246,0,
5.802,35.599,24.567,27.435,0.675,4.384,0,
0.021,37.233,24.083,28.579,0.544,5.408,0,
0,37.549,24.416,28.47,0.521,5.166,0,
19.37,36.158,23.421,21.919,0.663,2.426,0,
0,31.899,20.06,18.167,0.595,2.435,0,
0,31.939,18.462,28.209,0.563,2.765,0,
0,32.866,16.699,29.727,0.504,2.596,0,
0,36.158,18.414,29.171,0.511,1.879,0,
0.007,33.723,22.576,19.43,0.571,2.136,0,
0,33.406,21.456,18.263,0.605,1.993,0,
0,34.234,20.087,17.524,0.571,1.785,0,
4.522,31.763,22.348,20.348,0.667,2.328,0,
14.553,29.147,21.011,5.995,0.814,2.682,0,
18.313,30.697,21.835,22.347,0.838,3.899,0,
17.379,28.046,22.064,22.218,0.845,3.879,0,
5.222,32.821,22.373,26.29,0.788,2.09,0,
4.23E+00,32.281,22.024,27.59,0.691,2.415,0,
2.894,34.569,23.385,27.487,0.688,2.613,0,
2.887,37.31,21.681,26.105,0.652,1.774,0,
0,39.545,23.384,25.33,0.484,1.957,0,
1.15,37.058,23.125,26.544,0.604,2.319,0,
0,37.519,23.854,27.471,0.57,3.005,0,
0,38.79,25.649,27.569,0.507,3.683,0,
0,40.063,25.746,27.613,0.464,3.471,0,
0,40.48,25.987,27.603,0.442,3.323,0,
0,39.398,25.452,27.816,0.403,3.613,0,
0,38.81,23.469,27.643,0.421,3.083,0,
0.312,37.486,24.335,14.208,0.489,2.3,0,
10.046,35.576,24.649,20.3,0.816,1.734,0,
0.371,34.071,24.492,11.71,0.562,2.099,0,
0,36.495,20.706,10.118,0.546,1.922,0,
0,36.492,22.169,23.708,0.55,3.054,0,
1.991,32.316,22.743,23.258,0.632,4.091,0,
8.947,30.853,22.304,22.614,0.829,3.217,0,
2.53,38.232,21.897,24.172,0.7,1.721,0,
6.726,39.928,24.038,16.116,0.608,1.632,0,
20.266,33.958,23.809,19.382,0.736,1.313,0,
4.007,35.321,21.052,22.021,0.742,1.558,0,
14.329,29.571,23.133,20.658,0.887,1.454,0,
6.228,33.466,23.755,23.264,0.798,1.956,0,
4.214,34.052,23.512,25.594,0.737,2.811,0,
3.056,36.362,23.791,25.53,0.67,2.906,0,
1.253,40.454,25.678,17.41,0.61,2.246,0,
6.291,34.013,25.312,4.683,0.732,1.8,0,
0.697,38.929,22.895,23.562,0.663,1.926,0,
0.034,38.094,24.659,23.407,0.502,2.3,0,
0,37.271,25.834,16.457,0.522,2.302,0,
0.951,34.077,22.826,14.046,0.639,4.357,0,
31.926,26.536,23.198,7.104,0.893,6.338,0,
0.532,36.427,22.928,21.676,0.662,3.681,0,
0,36.519,23.273,24.746,0.541,3.019,0,
0,37.755,23.395,24.989,0.502,2.848,0,
0,37.735,23.735,23.624,0.463,2.49,0,
0,36.613,24.462,13.281,0.529,2.455,0,
4.398,35.073,22.897,21.674,0.68,2.017,0,
3.097,41.14,23.709,23.155,0.669,1.546,0,
0.158,37.144,25.405,15.385,0.511,2.012,0,
12.239,32.36,24.228,19.53,0.728,2.169,0,
5.758,36.752,23.899,22.888,0.73,1.806,0,
0.154,37.307,25.174,15.406,0.497,1.552,0,
0,38.458,26.254,17.37,0.481,2.655,0,
8.046,35.595,21.575,23.288,0.669,2.962,0,
0,35.932,24.615,20.754,0.393,2.675,0,
0.024,34.244,22.049,12.191,0.511,1.889,0,
0,35.745,22.42,21.498,0.55,3.096,0,
0,35.683,22.313,23.358,0.535,4.433,0,
0,37.621,23.887,23.051,0.548,3.942,0,
0.144,35.451,23.975,22.912,0.583,4.009,0,
0.034,33.676,22.071,19.432,0.629,3.733,0,
0.91,31.852,21.619,21.746,0.641,3.243,0,
0.076,35.651,21.38,22.33,0.601,3.401,0,
1.598,35.229,20.75,19.602,0.581,2.334,0,
0.448,34.581,21.802,15.947,0.609,2.242,0,
0.123,33.539,22.164,8.995,0.579,2.016,0,
0.561,31.102,21.107,15.72,0.418,3.313,0,
0,34.328,17.871,22.017,0.44,3.343,0,
0,36.317,23.357,15.997,0.546,3.196,0,
0.065,35.268,22.546,18.801,0.626,3.613,0,
10.532,30.158,22.761,18.133,0.79,4.041,0,
6.466,28.879,22.187,8.101,0.849,4.189,0,
5.157,25.708,13.102,2.733,0.873,4.586,0,
0.12,21.995,8.473,21.261,0.421,5.105,0,
0,26.069,6.956,22.827,0.308,2.162,0,
0,28.15,8.146,22.126,0.393,2.045,0,
0,29.734,12.604,21.515,0.395,3.158,0,
0,30.657,16.164,21.199,0.445,2.967,0,
0.237,29.181,19.613,8.176,0.601,1.776,0,
0,32.384,17.842,19.481,0.604,2.163,0,
0,32.021,18.689,15.801,0.562,2.699,0,
0,29.853,19.467,12.557,0.538,2.558,0,
0,31.131,14.943,20.106,0.484,1.98,0,
0,30.347,16.233,20.338,0.488,2.487,0,
0,29.516,17.669,15.267,0.527,3.661,0,
0,31.999,19.605,15.979,0.59,4.334,0,
0,35.304,21.848,16.871,0.578,4.67,0,
0,32.703,14.034,19.561,0.363,2.032,0,
0,30.454,16.543,12.998,0.297,2.947,0,
10.808,26.37,14.485,2.11,0.674,3.837,0,
6.599,23.012,17.133,4.338,0.689,2.528,0,
0.003,26.996,15.635,12.563,0.615,2.213,0,
0,29.526,15.62,18.45,0.554,2.129,0,
0,29.751,17.333,18.364,0.532,3.218,0,
16.73,23.446,12.765,18.21,0.628,5.781,0,
0,22.438,4.847,19.147,0.407,2.12,0,
0,25.957,11.713,18.621,0.466,4.332,0,
0,26.932,11.634,18.337,0.532,3.783,0,
0,31.258,16.489,17.595,0.688,2.776,0,
2.196,27.514,20.55,11.06,0.791,2.362,0,
2.827,30.697,18.797,16.624,0.816,2.017,0,
6.231,26.121,21.137,8.002,0.862,3.498,0,
0.403,29.911,21.408,6.33,0.715,4.789,0,
15.771,23.558,13.693,14.873,0.8,3.952,0,
0.007,20.625,12.472,16.661,0.681,3.344,0,
0.151,20.2,10.535,13.106,0.731,2.283,0,
0,24.662,7.763,17.272,0.72,1.853,0,
0,21.241,10.433,15.988,0.645,3.532,0,
0,21.524,6.905,17.244,0.603,2.497,0,
0,25.414,8.376,17.019,0.485,1.801,0,
0,25.555,11.067,16.863,0.474,2.883,0,
0,26.64,13.957,16.224,0.631,2.411,0,
0,27.197,13.254,14.747,0.572,1.605,0,
0,26.531,14.183,11.929,0.648,2.246,0,
0.153,26.777,16.712,12.505,0.793,3.54,0,
0.742,29.325,17.751,14.44,0.74,3.486,0,
0.199,28.931,17.859,13.433,0.722,3.004,0,
11.613,25.391,19.374,11.977,0.787,2.852,0,
0.845,20.735,13.471,5.537,0.757,3.93,0,
7.884,16.236,10.654,2.792,0.837,2.605,0,
0.381,18.948,9.552,10.856,0.846,1.83,0,
0.317,17.795,10.812,6.33,0.858,3.399,0,
3.484,16.654,8.733,2.831,0.847,5.443,0,
0.034,12.14,3.356,14.496,0.576,4.959,0,
0,13.869,1.047,15.449,0.567,2.942,0,
0,18.322,3.497,14.755,0.632,3.957,0,
0.268,16.711,8.47,7.197,0.851,2.519,0,
0.764,27.223,11.47,11.343,0.782,3.62,0,
0,20.285,9.486,14.658,0.502,5.35,0,
0,20.001,4.893,14.484,0.472,2.179,0,
0,22.164,9.361,13.994,0.486,5.581,0,
1.354,23.012,18.821,5.96,0.769,7.615,0,
23.538,21.247,15.896,1.945,0.815,6.623,0,
0.172,19.005,6.828,13.191,0.509,4.317,0,
0,23.982,10.592,13.653,0.566,6.135,0,
2.378,22.986,19.588,3.031,0.833,6.08,0,
13.705,21.732,8.29,9.047,0.811,5.798,0,
0,13.765,-1.859,13.737,0.616,1.81,0,
0,17.142,4.255,13.573,0.528,4.233,0,
3.21,15.644,11.879,2.077,0.832,6.325,0,
12.897,17.947,4.847,8.329,0.826,5.663,0,
0,8.415,-1.46,13.333,0.49,5.785,0,
0,13.647,-2.413,13.429,0.565,2.556,0,
1.373,14.431,8.184,3.935,0.76,3.437,0,
0.654,10.176,4.82,5.446,0.836,4.11,0,
6.097,12.964,8.29,1.387,0.948,2.521,0,
15.412,15.058,11.812,2.976,0.933,2.873,0,
0.089,17.199,3.229,11.899,0.784,3.232,0,
1.94,17.082,11.046,2.407,0.907,4.821,0,
0.106,8.699,0.434,12.278,0.621,5.473,0,
0,13.47,0.864,13.03,0.532,3.942,0,
0,16.849,2.544,12.001,0.619,3.081,0,
2.537,16.878,12.279,1.882,0.895,3.948,0,
16.946,19.651,15.124,1.718,0.955,3.241,0,
1.954,19.034,8.235,11.439,0.739,5.819,0,
0,12.58,1.703,12.642,0.738,3.362,0,
1.851,13.359,6.62,3.278,0.868,4.943,0,
0.309,11.865,0.902,10.026,0.698,4.382,0,
0,8.17,0.56,11.579,0.542,3.341,0,
20.623,4.876,-0.957,5.436,0.831,4.286,0,
0.645,5.015,-0.326,7.112,0.854,2.187,0,
0.742,3.326,-2.795,3.933,0.828,4.682,0,
1.384,-2.116,-5.926,4.269,0.766,4.625,0,
0.326,-0.097,-5.531,9.316,0.812,3.233,0,
8.37,0.907,-8.195,4.158,0.92,4.308,0,
0.051,-7.059,-14.939,11.556,0.72,5.528,0,
0.003,-3.31,-11.249,11.584,0.706,2.761,0,
0,-7.505,-14.501,9.917,0.571,7.337,0,
0,-11.119,-17.396,5.895,0.644,3.932,0,
0.01,-2.961,-12.922,10.414,0.719,2.57,0,
1.123,2.015,-5.349,4.785,0.915,2.945,0,
1.542,0.888,-4.328,6.401,0.899,4.888,0,
0.076,-3.787,-11.089,12.722,0.656,6.246,0,
0,-1.693,-13.968,13.329,0.747,2.678,0,
0,3.342,-9.12,12.905,0.817,3.725,0,
2.427,2.261,-0.102,0.834,0.924,3.417,0,
0.752,5.049,1.281,6.571,0.949,3.095,0,
0.448,6.276,1.359,6.603,0.933,1.842,0,
0.232,12.223,3.482,4.125,0.934,4.516,0,
0.017,16.784,3.154,11.71,0.853,2.706,0,
0,15.176,6.748,12.295,0.784,4.023,0,
0,14.915,3.056,11.528,0.816,2.589,0,
0,17.704,4.98,12.77,0.788,2.077,0,
6.362,12.105,7.692,3.186,0.874,3.419,0,
11.203,9.86,-0.171,10.866,0.831,8.855,0,
0,6.333,-4.629,13.665,0.617,2.961,0,
0,9.484,-2.528,12.322,0.749,4.673,0,
0,5.001,-3.204,12.247,0.721,4.186,0,
1.43,1.298,-1.358,3.737,0.752,4.464,0,
1.663,1.194,-1.816,3.893,0.859,3.178,0,
0.072,6.189,-4.534,12.528,0.783,2.151,0,
0.046,5.376,-3.999,6.89,0.712,2.97,0,
1.593,1.794,-4.451,11.99,0.801,5.415,0,
0,-0.061,-10.745,13.963,0.533,3.879,0,
0,0.883,-6.19,12.385,0.387,3.19,0,
0.038,3.577,-7.936,14.16,0.704,2.359,0,
0.148,1.168,-4.659,2.855,0.524,3.923,0,
9.869,6.063,0.159,3.706,0.932,1.942,0,
0.134,7.989,2.471,9.93,0.926,1.385,0,
0.316,5.578,0.526,7.087,0.933,2.053,0,
0.003,12.195,-0.679,14.247,0.861,2.233,0,
0.172,8.287,2.382,6.635,0.856,3.437,0,
0.003,15.282,-0.324,13.776,0.813,2.072,0,
0,19.477,2.172,14.728,0.739,2.642,0,
0,12.786,4.791,13.991,0.601,5.417,0,
0,13.435,-1.433,15.025,0.598,2.441,0,
0,16.977,3.811,15.183,0.505,3.641,0,
0.264,14.317,7.465,6.43,0.689,5.948,0,
0.185,16.854,3.075,14.427,0.631,2.933,0,
0,13.69,5.504,15.6,0.515,3.949,0,
0,11.778,3.401,14.843,0.493,5.542,0,
0,8.517,-5.394,16.06,0.304,3.074,0,
0,16.394,-0.341,16.113,0.398,3.333,0,
0,15.774,2.257,14.124,0.597,4.069,0,
8.865,15.01,9.183,3.23,0.855,4.581,0,
1.463,16.151,12.553,2.54,0.943,4.629,0,
0.433,20.166,15.346,4.002,0.871,6.507,0,
17.029,18.622,11.932,13.405,0.829,5.573,0,
0,18.105,5.316,16.942,0.604,2.546,0,
0,20.596,7.438,16.944,0.671,3.58,0,
1.257,15.744,9.97,3.674,0.815,5.923,0,
0.175,16.667,6.599,15.837,0.574,5.029,0,
0,20.609,4.668,17.49,0.591,2.791,0,
7.581,18.763,13.578,16.225,0.64,6.635,0,
0,12.707,3.79,16.357,0.508,4.242,0,
0.326,10.392,1.853,10.607,0.67,3.486,0,
0.007,15.793,0.629,17.83,0.499,2.118,0,
0,18.433,1.885,18.605,0.369,1.752,0,
0,22.165,8.036,18.177,0.436,4.947,0,
0,16.491,5.498,18.717,0.499,3.559,0,
0,19.474,5.143,17.542,0.415,3.937,0,
14.207,15.38,11.837,3.709,0.803,5.969,0,
4.309,14.193,2.336,5.462,0.841,7.931,0,
0.079,6.544,-1.6,18.263,0.635,6.646,0,
0,10.14,-3.191,19.792,0.568,2.698,0,
0,16.275,0.365,19.516,0.532,3.832,0,
1.205,15.113,9.225,4.317,0.864,3.539,0,
9.939,19.652,13.1,4.373,0.927,3.37,0,
7.938,17.92,13.624,3.412,0.888,5.073,0,
5.091,13.291,3.776,8.442,0.779,6.268,0,
0.323,12.753,0.575,18.983,0.569,3.288,0,
0,18.224,1.963,20.607,0.489,3.092,0,
0,14.282,4.616,20.566,0.502,4.005,0,
0,14.56,0.19,20.063,0.534,4.343,0,
5.624,10.923,6.073,4.847,0.849,3.262,0,
