PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp,
0.894,40.694,25.68,13.918,0.433,1.879,,
8.368,36.949,22.645,23.007,0.664,2.613,,
0.706,39.386,24.1,21.484,0.514,2.756,,
0,40.267,26.802,25.106,0.394,3.69,,
0,38.277,27.825,8.964,0.395,2.659,,
1.205,39.413,26.511,10.625,0.402,2.595,,
0.233,39.358,25.813,19.53,0.42,2.436,,
0.01,40.068,26.985,21.226,0.4,3.554,,
0,39.912,27.931,22.417,0.333,3.461,,
0,40.192,26.221,25.598,0.317,2.856,,
0,38.943,26.079,23.03,0.35,3.256,,
0,36.238,25.679,16.093,0.431,3.572,,
12.748,36.789,22.784,21.952,0.675,2.925,,
11.948,31.301,22.292,23.565,0.65,2.138,,
2.323,41.853,21.2,24.876,0.628,1.657,,
1.746,40.375,23.688,24.406,0.494,2.961,,
0,40.655,28.495,16.914,0.36,2.926,,
0,42.951,27.666,17.347,0.329,2.555,,
0,42.198,28.518,10.912,0.386,2.63,,
2.717,36.784,24.132,14.706,0.509,2.597,,
0,39.961,25.724,24.238,0.424,3.638,,
0,40.54,27.223,24.558,0.366,3.933,,
4.508,38.705,25.542,10.764,0.428,3.288,,
0.043,35.543,22.3,23.398,0.372,2.868,,
0,36.035,18.898,20.309,0.336,1.899,,
0,36.33,22.415,22.945,0.319,3.055,,
0,35.892,20.564,23.941,0.468,3.116,,
0,37.414,23.699,24.066,0.415,2.14,,
0,39.77,23.054,24.295,0.409,1.886,,
0,42.705,24.757,24.096,0.383,1.936,,
0,45.236,25.744,23.728,0.284,2.253,,
0,39.016,24.8,24.24,0.328,3.289,,
0.151,41.747,23.201,19.287,0.513,1.994,,
0,39.232,27.112,20.991,0.448,5.493,,
0.431,35.744,25.737,22.492,0.489,4.928,,
1.703,37.888,24.815,18.693,0.563,4.686,,
0.365,35.642,25.805,15.625,0.479,3.909,,
0.017,38.068,26.123,17.064,0.422,3.04,,
1.15,37.027,27.016,10.282,0.452,3.116,,
0.403,35.525,21.89,11.906,0.542,2.48,,
3.331,30.79,20.974,15.915,0.634,2.587,,
10.53,30.179,20.657,20.318,0.806,2.335,,
9.517,30.673,21.235,21.438,0.799,2.249,,
0.793,28.732,20.962,7.944,0.556,3.017,,
0.386,28.412,18.258,15.917,0.684,2.799,,
0.06,29.84,18.868,15.305,0.69,2.913,,
0,31.973,22.688,10.635,0.504,3.714,,
0,33.745,23.257,19.336,0.515,4.753,,
0,33.599,21.212,20.761,0.501,3.454,,
0,33.081,20.622,20.736,0.453,2.848,,
0,30.444,21.116,8.868,0.446,2.396,,
0,33.212,24.156,16.366,0.469,4.056,,
0,29.991,23.283,21.454,0.436,4.129,,
0,28.788,11.774,22.2,0.382,3.147,,
4.108,28.829,20.028,8.342,0.577,4.892,,
0.295,25.543,12.01,20.394,0.408,3.432,,
0,28.748,11.242,21.644,0.283,3.164,,
0.282,30.717,16.063,15.909,0.37,4.368,,
22.634,26.98,16.799,3.036,0.72,4.997,,
2.261,17.064,8.07,15.511,0.669,5.344,,
0,21.366,6.949,20.48,0.511,3.508,,
0,25.136,8.154,19.834,0.425,1.993,,
0,27.69,12.082,20.08,0.378,2.815,,
0,25.695,17.145,19.924,0.504,4.839,,
0,23.021,9.508,20.617,0.35,3.331,,
0,25.407,9.642,20.472,0.301,2.872,,
0,27.728,13.527,19.651,0.415,5.01,,
0.931,24.087,19.568,4.146,0.678,6.099,,
0.141,31.009,18.458,15.589,0.618,4.386,,
1.988,26.965,21.756,4.316,0.666,4.031,,
2.12,32.025,20.476,14.359,0.748,2.393,,
0,31.404,20.263,15.375,0.565,4.223,,
2.63,32.375,22.693,16.015,0.661,3.941,,
9.046,27.876,23.133,16.531,0.758,3.991,,
1.598,24.672,14.5,15.338,0.74,3.412,,
0.182,21.522,13.426,5.126,0.776,2.348,,
12.815,24.505,17.509,9.887,0.778,2.5,,
19.06,25.698,21.626,9.215,0.909,4.852,,
29.17,22.976,19.765,2.368,0.952,2.656,,
0.954,20.883,16.31,6.022,0.907,2.842,,
0.003,25.744,16.217,14.263,0.829,1.982,,
0.069,26.494,17.815,15.367,0.813,2.062,,
0.802,22.627,18.331,5.243,0.908,3.39,,
1.035,24.307,20.664,4.206,0.893,3.167,,
1.199,24.528,20.363,8.437,0.876,3.083,,
0.769,24.221,18.068,13.118,0.77,2.685,,
0,22.438,14.423,11.298,0.523,3.222,,
1.87E+01,18.723,14.987,3.313,0.69,6.869,,
16.463,15.682,12.694,2.214,0.933,6.837,,
23.164,13.436,9.976,2.097,0.94,7.758,,
2.953,17.499,8.626,14.717,0.831,5.323,,
0.134,18.07,8.053,14.331,0.806,2.66,,
1.823,15.128,8.463,10.213,0.75,3.461,,
0.014,17.84,5.16,15.532,0.606,2.399,,
0,19.796,6.006,15.904,0.567,1.984,,
0,21.77,7.36,15.652,0.665,2.206,,
0,21.531,11.942,14.782,0.672,5.069,,
0,17.961,7.175,15.64,0.591,3.71,,
0.391,19.156,7.865,7.949,0.635,3.776,,
1.528,25.834,15.988,13.404,0.766,7.794,,
4.724,23.01,16.597,4.894,0.788,6.076,,
7.251,14.436,10.558,2.541,0.934,3.297,,
3.426,22.868,13.682,3.069,0.943,3.153,,
0.505,21.459,18.526,3.196,0.898,4.119,,
0.759,22.108,18.188,2.909,0.895,4.305,,
17.523,20.68,9.735,1.622,0.93,4.374,,
0.086,17.419,3.907,12.794,0.783,1.799,,
6.291,19.394,11.329,2.852,0.901,3.027,,
14.794,22.548,19.358,3.917,0.905,6.493,,
12.631,23.784,15.245,5.405,0.846,6.416,,
0.669,13.073,0.132,6.644,0.593,5.474,,
0.323,11.772,4.322,8.222,0.696,2.887,,
0.065,17.52,5.869,12.687,0.823,2.21,,
1.675,19.589,14,2.743,0.895,4.153,,
3.73,18.387,14.111,3.279,0.948,2.499,,
8.023,21.525,15.763,3.924,0.946,3.112,,
12.967,21.715,19.552,2.508,0.933,5.763,,
28.352,20.801,6.807,3.242,0.94,3.805,,
0.003,8.04,-0.585,12.248,0.81,3.377,,
0,12.5,-0.506,11.095,0.847,1.811,,
2.918,14.842,7.601,1.941,0.942,3.877,,
11.529,18.51,-2.965,12.108,0.773,6.989,,
0,2.428,-6.108,13.193,0.477,5.367,,
0,7.865,-3.473,11.053,0.51,3.301,,
1.147,9.497,3.492,3.379,0.872,2.977,,
0.714,11.234,3.722,11.166,0.85,4.126,,
0,15.251,1.903,12.835,0.822,1.933,,
0.443,12.252,5.626,3.639,0.844,5.012,,
0.451,17.198,10.783,9.529,0.896,2.693,,
2.398,18.637,13.146,2.913,0.922,4.947,,
1.706,19.913,15.131,4.574,0.887,5.174,,
22.838,18.701,1.397,3.936,0.915,6.215,,
1.548,1.29,-0.728,1.649,0.892,4.693,,
1.172,0.974,-2.32,7.629,0.826,5.406,,
0.007,5.285,-5.644,12.664,0.485,3.279,,
0,8.064,-2.575,12.886,0.609,3.335,,
0,10.431,-1.529,12.112,0.732,1.975,,
0,12.029,-0.311,12.419,0.842,1.616,,
0.213,5.624,2.101,5.267,0.865,3.685,,
0.027,7.801,-1.893,11.088,0.816,2.541,,
0,5.88,-1.222,9.602,0.776,3.28,,
0,11.296,-0.127,12.014,0.768,1.657,,
0.419,11.497,5.628,3.572,0.927,4.279,,
0.05,14.392,4.287,11.37,0.858,3.149,,
0.058,9.839,5.253,6.772,0.746,5.288,,
0.007,3.542,-4.203,8.395,0.476,5.11,,
0,9.76,-3.626,12.221,0.443,4.925,,
0.608,10.483,4.137,6.482,0.923,3.123,,
0.003,10.85,1.015,11.87,0.728,3.007,,
0,12.66,0.541,12.498,0.773,1.548,,
0.987,12.927,6.023,3.504,0.912,4.966,,
0.865,15.611,7.37,10.127,0.807,6.877,,
0,10.659,1.859,11.07,0.689,2.805,,
0,14.315,2.825,12.489,0.73,3.87,,
0,12.919,3.452,12.316,0.669,2.371,,
0.106,11.776,6.064,12.773,0.689,4.823,,
0,7.381,-1.782,13.468,0.585,3.809,,
0.906,9.989,0.672,8.199,0.661,5.003,,
1.751,9.038,3.838,2.561,0.907,5.816,,
0.041,4.151,-2.221,6.047,0.58,4.884,,
0.007,8.016,-2.262,11.849,0.542,1.976,,
0,11.875,0.424,13.321,0.462,2.232,,
0,13.788,-0.614,13.512,0.719,3.06,,
0,15.338,4.576,13.202,0.58,3.807,,
0,12.868,2.664,13.613,0.552,3.296,,
0,17.27,5.443,13.703,0.523,3.69,,
0,17.247,5.795,12.134,0.745,2.917,,
0.433,15.594,10.309,3.886,0.853,5.655,,
2.015,18.358,12.669,8.116,0.873,3.994,,
0.826,14.194,12.071,3.433,0.917,3.257,,
0.076,16.592,5.666,12.523,0.64,2.277,,
0,21.979,7.364,14.013,0.604,3.382,,
0,22.026,12.606,13.754,0.729,6.69,,
0,16.717,4.353,13.994,0.539,5.888,,
0,11.849,0.693,14.276,0.68,2.939,,
1.627,11.557,5.424,2.765,0.8,5.171,,
0.786,14.838,7.151,11.015,0.835,3.88,,
0.048,9.982,2.506,14.709,0.546,5.514,,
0,5.534,-3.638,15.04,0.34,4.103,,
0,16.649,-1.501,14.946,0.448,6.327,,
0,16.095,8.653,14.786,0.727,5.768,,
0,16.956,2.806,14.811,0.677,3.851,,
0.707,20.219,12.798,13.153,0.785,5.736,,
0.874,22.23,16.499,11.748,0.74,6.507,,
0.941,20.309,16.537,4.411,0.791,5.194,,
13.42,18.843,15.872,1.11,0.914,5.894,,
13.668,20.554,14.826,13.391,0.879,4.506,,
0.398,15.11,9.807,11.266,0.884,2.977,,
24.259,10.601,5.682,11.778,0.864,4.834,,
0.069,10.356,2.22,7.425,0.841,2.83,,
2.551,7.485,1.809,7.857,0.884,4.753,,
6.434,4.233,1.613,2.146,0.9,4.246,,
2.547,2.334,-0.933,4.311,0.902,5.228,,
0.261,3.738,-5.662,16.039,0.627,4.768,,
0,4.882,-4.013,16.56,0.554,3.255,,
0.199,2.643,-4.687,4.649,0.733,4.037,,
1.569,10.308,2.293,11.06,0.876,7.263,,
0.048,13.535,-1.347,16.085,0.835,3.63,,
1.318,19.148,10.415,8.632,0.899,7.651,,
0.007,21.228,13.728,16.482,0.769,5.633,,
0,23.703,11.028,16.921,0.623,3.581,,
0,25.873,12.991,17.278,0.636,2.698,,
0,24.439,15.724,17.735,0.69,4.075,,
0,14.711,-0.248,14.692,0.682,5.939,,
0.031,13.389,1.435,17.84,0.701,3.346,,
0,18.422,4.927,18.721,0.661,3.815,,
0,18.165,7.852,18.337,0.633,4.037,,
0,23.514,7.5,18.303,0.606,2.08,,
0,26.704,12.072,18.502,0.63,2.828,,
0.144,20.027,13.25,9.299,0.618,5.591,,
0,11.892,1.264,18.677,0.567,6.022,,
0,14.92,-1.121,19.511,0.562,3.031,,
0,21.936,7.561,19.283,0.649,4.49,,
0,18.063,11.837,11.564,0.687,3.32,,
0,18.896,7.492,18.683,0.57,3.71,,
0,23.454,8.041,19.828,0.579,3.892,,
0,19.169,7.24,20.302,0.55,3.648,,
0,22.615,8.008,19.516,0.461,3.646,,
0,23.127,9.176,19.503,0.659,4.185,,
0,24.344,13.961,19.682,0.662,7.705,,
0.101,23.485,17.629,20.498,0.524,6.37,,
4.166,20.947,13.055,7.205,0.6,4.233,,
3.447,23.157,12.019,19.376,0.629,4.781,,
0,22.282,7.623,20.85,0.591,2.089,,
1.028,22.68,10.393,18.536,0.743,2.161,,
0.678,22.108,12.288,12.778,0.736,2.206,,
0.124,21.229,11.591,18.591,0.756,3.096,,
0,24.809,11.507,20.334,0.607,4.956,,
11.797,23.045,16.417,17.961,0.66,6.606,,
0,19.009,6.291,22.433,0.465,5.257,,
0,13.618,3.075,20.143,0.524,4.225,,
0,13.558,-1.004,21.608,0.495,2.579,,
0,18.539,2.494,22.877,0.474,3.785,,
0,22.38,8,22.849,0.598,4.989,,
0,22.358,8.54,23.284,0.593,3.86,,
0.096,21.747,10.627,20.306,0.664,5.293,,
3.10E-02,23.847,11.664,19.917,0.705,4.495,,
1.159,23.735,11.065,17.227,0.785,1.744,,
0.165,26.978,12.498,21.83,0.74,2.385,,
0,26.715,13.655,23.178,0.6,3.165,,
0,26.795,14.449,23.355,0.535,3.797,,
0,26.247,14.984,23.213,0.573,4.624,,
0.896,23.136,15.748,5.993,0.742,3.869,,
1.641,25.804,15.303,17.622,0.754,4.319,,
0.168,28.729,17.828,20.284,0.625,6.31,,
33.034,25.903,18.667,14.79,0.871,4.881,,
7.151,25.65,17.784,15.729,0.871,3.589,,
0.282,25.891,16.645,13.649,0.857,2.695,,
0.003,28.352,17.566,22.768,0.81,3.206,,
0.017,30.263,18.616,21.585,0.741,5.04,,
0.11,19.449,10.782,23.497,0.531,4.947,,
1.483,16.945,11.075,7.556,0.754,2.263,,
1.562,18.556,12.263,4.811,0.849,1.525,,
2.695,25.606,16.381,18.126,0.863,2.243,,
0,27.733,13.315,25.242,0.765,3.027,,
0.065,24.7,15.722,26.313,0.549,5.865,,
0,20.74,6.587,26.645,0.462,2.66,,
0,21.34,4.758,25.487,0.564,2,,
0.106,23.268,9.067,22.018,0.617,3.74,,
6.787,23.81,15.093,10.211,0.768,4.516,,
8.298,22.688,16.583,7.185,0.892,3.147,,
17.647,22.097,8.897,24.054,0.759,4.2,,
0,20.05,10.929,24.009,0.597,3.06,,
0,23.041,8.185,26.54,0.652,2.11,,
0,24.857,9.149,26.523,0.539,4.043,,
0,27.925,13.675,26.611,0.618,4.698,,
0,26.983,14.918,26.925,0.629,4.187,,
0.601,27.506,17.66,11.206,0.749,4.605,,
8.641,25.904,19.168,8.244,0.771,5.733,,
1.514,27.335,8.977,26.167,0.646,2.162,,
0,29.196,16.466,19.266,0.621,3.96,,
6.135,26.992,19.167,9.968,0.752,4.309,,
12.737,25.485,17.419,14.679,0.868,3.136,,
9.493,24.493,14.887,23.142,0.791,4.618,,
0,24.931,11.406,28.054,0.62,2.573,,
0,27.126,11.106,27.872,0.543,3.151,,
0.076,30.075,18.359,20.684,0.634,5.323,,
0,31.32,19.87,27.346,0.596,5.967,,
0,30.04,19.545,23.244,0.644,5.57,,
10.957,27.661,20.732,21.585,0.726,5.21,,
7.886,29.8,18.403,26.102,0.81,3.639,,
12.802,28.112,17.794,21.771,0.726,4.321,,
0.288,30.231,15.103,27.528,0.777,1.673,,
0,31.764,15.912,28.536,0.704,1.907,,
0,31.513,17.749,26.602,0.596,2.723,,
0.034,30.734,19.43,26.338,0.576,4.187,,
0.007,31.946,21.574,27.553,0.547,6.828,,
0.546,29.534,21.004,22.894,0.644,5.154,,
56.248,24.887,17.902,4.989,0.924,4.093,,
16.648,19.277,12.095,11.146,0.886,3.405,,
0.271,22.987,10.139,26.365,0.756,3.239,,
0,26.43,8.577,29.121,0.694,1.792,,
0,28.88,13.912,28.33,0.578,3.364,,
0,30.373,16.938,28.066,0.568,5.262,,
0,32.638,20.8,27.352,0.55,5.794,,
0,32.71,21.914,26.392,0.626,3.577,,
6.556,29.818,20.203,24.29,0.768,2.986,,
0.659,26.432,16.822,15.833,0.775,2.183,,
1.439,25.062,15.69,12.166,0.689,2.29,,
0.103,28.442,11.064,28.03,0.705,1.633,,
0,33.177,14.579,26.374,0.554,1.462,,
-99,-99,-99,-99,-99,-99,,
4.367,25.771,19.667,15.598,0.921,2.66,,
-99,-99,-99,-99,-99,-99,,
18.498,28.232,19.086,27.504,0.868,1.75,,
7.924,27.786,20.217,14.59,0.866,1.588,,
18.22,27.172,19.646,25.979,0.9,2.35,,
33.342,27.144,21.875,19.036,0.93,3.005,,
6.295,30.173,22.716,21.524,0.89,2.674,,
2.283,33.258,22.798,23.712,0.829,1.962,,
18.596,28.905,23.616,23.802,0.918,2.519,,
11.35,28.268,20.705,26.936,0.897,2.639,,
5.088,33.914,23.046,28.478,0.758,4.333,,
0.635,30.474,22.757,25.133,0.714,4.279,,
0,32.843,18.328,29.715,0.617,1.655,,
0,35.095,19.221,29.493,0.539,1.708,,
0,33.326,20.463,29.536,0.556,2.246,,
3.529,31.891,22.682,28.304,0.672,2.802,,
10.204,30.988,21.473,27.389,0.775,2.549,,
14.305,28.744,19.994,22.717,0.886,2.443,,
4.501,30.829,20.002,27.039,0.799,1.373,,
5.53E+00,30.628,20.259,28.613,0.78,1.834,,
9.692,30.639,22.392,26.971,0.808,1.882,,
8.995,31.83,22.441,27.941,0.763,1.754,,
6.842,32.45,21.598,28.492,0.771,1.945,,
5.15E-01,33.077,21.888,25.933,0.673,1.606,,
7.646,33.54,20.5,28.213,0.727,1.245,,
9.738,31.056,22.313,25.944,0.765,1.676,,
11.06,31.876,22.079,28.136,0.768,2.603,,
6.087,32.37,22.258,22.531,0.809,3.272,,
0,36.877,25.53,23.487,0.574,3.37,,
0.419,36.766,24.909,21.7,0.597,2.226,,
0,36.385,24.303,28.869,0.482,3.941,,
0,36.619,25.27,25.451,0.517,4.796,,
8.185,34.79,24.453,24.628,0.602,2.614,,
5.644,32.295,23.132,28.181,0.748,1.818,,
1.754,36.007,23.426,23.745,0.668,3.505,,
0.00E+00,37.004,24.047,27.684,0.483,4.929,,
0.00E+00,35.162,24.261,23.308,0.463,4.289,,
0,36.061,24.384,22.819,0.497,2.871,,
0,35.486,22.162,23.646,0.574,2.495,,
0.034,36.249,25.143,18.24,0.569,2.883,,
0,36.543,24.183,27.3,0.505,3.978,,
0,37.487,25.26,27.749,0.497,5.233,,
0,36.909,26.731,24.533,0.464,6.21,,
0,36.472,26.039,24.217,0.45,5.064,,
0,37.538,24.314,28.253,0.397,3.75,,
0,36.871,24.789,28.342,0.441,3.599,,
0,36.735,24.481,28.312,0.465,4.147,,
0,36.915,23.793,28.815,0.376,3.794,,
0,38.563,23.953,28.694,0.315,3.106,,
0,40.429,23.666,28.342,0.364,2.222,,
0,43.424,24.425,28.032,0.384,1.993,,
0.769,40.221,27.173,11.429,0.454,1.64,,
0.065,37.553,23.266,11.162,0.549,1.006,,
0,38.354,24.074,15.321,0.487,1.9,,
0,39.197,25.466,26.419,0.46,2.8,,
0,40.849,25.882,27.578,0.379,2.955,,
0,40.847,26.364,26.758,0.372,2.892,,
0,39.964,26.011,26.368,0.42,3.066,,
0,42.336,26.512,27.448,0.375,3.096,,
0,42.998,27.313,27.629,0.326,3.319,,
0,43.582,27.614,27.775,0.275,3.159,,
0,45.128,27.762,27.795,0.255,3.108,,
0,42.61,25.567,26.861,0.281,2.157,,
0,44.651,27.834,25.009,0.293,2.594,,
0.379,37.471,24.964,25.289,0.378,2.979,,
0.00E+00,36.312,22.669,23.15,0.383,2.069,,
0.00E+00,36.864,23.734,24.505,0.394,2.888,,
3.196,37.033,23.993,26.356,0.568,4.464,,
1.778,35.199,24.135,10.715,0.566,3.774,,
3.983,38.241,24.032,18.458,0.502,2.496,,
1.723,38.091,24.431,23.34,0.465,3.131,,
11.951,34.258,24.488,15.181,0.659,2.697,,
7.014,31.471,22.97,19.781,0.833,2.099,,
0.398,35.673,20.046,24.339,0.634,2.294,,
0,36.905,20.627,25.381,0.387,2.446,,
0,36.767,23.149,26.42,0.384,3.439,,
0.062,36.334,25.506,19.8,0.528,4.352,,
5.522,38.674,25.264,18.597,0.582,3.469,,
1.27,40.929,26.321,19.918,0.502,2.383,,
0.192,39.308,24.509,14.73,0.455,2.085,,
0,41.206,21.377,24.454,0.355,2.131,,
0.536,37.044,25.829,11.56,0.443,2.819,,
0,35.75,23.093,17.167,0.469,2.321,,
0.038,34.457,22.496,12.921,0.463,2.766,,
0.196,32.547,21.542,18.273,0.579,2.805,,
1.789,32.921,22.675,16.293,0.664,3.2,,
1.59,37.279,23.944,20.646,0.529,2.926,,
0,35.133,25.864,15.936,0.383,2.867,,
0.611,36.776,23.837,12.336,0.467,1.837,,
1.538,30.563,18.425,18.723,0.616,4.749,,
0,29.973,15.246,24.406,0.334,3.206,,
0.00E+00,33.262,15.445,24.582,0.306,2.548,,
0.00E+00,33.211,19.464,21.985,0.376,3.109,,
0.565,30.885,22.814,9.311,0.509,3.565,,
16.632,27.704,20.179,12.386,0.894,2.354,,
11.175,32.601,21.26,14.219,0.854,1.85,,
16.703,31.566,22.314,20.674,0.805,2.186,,
30.949,27.419,22.372,11.691,0.908,2.081,,
41.171,24.377,21.346,1.398,0.952,1.725,,
5.309,27.097,19.43,15.785,0.879,2.39,,
0.568,31.376,14.93,22.282,0.655,2.418,,
7.977,28.058,20.607,21.822,0.786,2.381,,
1.014,32.416,23.354,17.083,0.709,4.508,,
5.403,30.868,24.438,13.594,0.696,5.078,,
0.755,31.805,17.947,22.657,0.519,2.365,,
0,32.395,19.407,18.879,0.417,2.324,,
0.032,32.608,21.824,16.853,0.471,2.482,,
0,35.816,22.597,17.06,0.558,2.736,,
0.766,34.426,24.602,13.784,0.544,2.893,,
6.567,33.959,22.314,16.83,0.74,3.214,,
5.558,32.983,22.32,19.575,0.636,3.626,,
7.673,31.997,22.687,20.353,0.659,3.695,,
4.096,31.089,22.737,18.391,0.714,3.187,,
11.266,28.101,22.47,15.625,0.864,3.271,,
5.874,31.393,22.144,18.532,0.821,3.349,,
0.424,33.761,22.461,19.705,0.684,3.825,,
0,34.752,24.043,20.652,0.61,5.452,,
2.529,35.024,23.74,19.314,0.569,5.428,,
0.597,34.778,25.8,15.014,0.568,5.561,,
1.155,35.57,24.58,18.543,0.565,4.558,,
2.918,33.763,24.701,18.753,0.588,4.646,,
2.376,34.958,24.007,17.848,0.642,5.937,,
0,34.753,24.863,18.959,0.526,5.931,,
1.497,34.062,25.255,17.343,0.574,5.445,,
2.396,35.306,25.058,17.715,0.608,5.82,,
0,35.924,25.278,19.243,0.522,7.04,,
27.847,32.664,22.069,5.255,0.761,4.022,,
2.81,23.815,17.012,7.069,0.821,3.171,,
18.399,20.316,14.316,2.284,0.815,4.305,,
0.282,20.241,12.081,6.927,0.865,2.376,,
1.179,21.659,16.505,4.892,0.837,1.946,,
0.508,24.075,17.485,7.997,0.876,2.282,,
0.158,28.076,16.294,15.506,0.821,1.704,,
2.74,22.571,17.429,4.681,0.785,2.564,,
9.095,21.537,7.54,3.902,0.876,4.717,,
3.608,14.976,5.462,17.506,0.745,3.356,,
0,21.803,7.003,19.001,0.702,2.56,,
0,22.623,7.659,18.937,0.514,2.343,,
0,23.031,7.201,18.816,0.645,1.903,,
0,27.501,11.667,17.857,0.57,1.767,,
0,26.06,12.258,17.846,0.529,2.412,,
0,25.472,11.371,17.928,0.553,2.362,,
0,24.411,12.254,17.702,0.605,2.473,,
0,24.067,12.08,15.021,0.583,2.775,,
3.983,19.154,15.075,2.651,0.779,4.152,,
6.818,23.149,17.237,8.967,0.925,2.175,,
0.426,21.984,15.827,14.823,0.794,4.456,,
0,20.93,11.101,17.066,0.677,3.867,,
0.024,20.285,11.981,10.802,0.704,2.843,,
0.072,23.704,9.053,15.758,0.671,1.582,,
0,24.46,11.418,16.846,0.666,2.786,,
0,26.524,12.176,16.534,0.696,2.152,,
0,25.317,13.08,15.979,0.701,1.587,,
0,24.031,13.6,16.11,0.677,3.458,,
0,24.936,12.365,15.321,0.696,2.168,,
0.195,21.167,15.268,5.05,0.711,2.713,,
0.113,23.303,14.279,6.766,0.753,2.695,,
41.391,19.544,16.81,1.959,0.869,2.973,,
1.525,18.425,9.705,2.059,0.836,4.857,,
0.124,17.958,6.875,12.076,0.834,2.107,,
4.652,17.386,11.694,1.978,0.903,3.916,,
4.673,18.249,15.061,1.35,0.955,2.038,,
0.407,16.953,10.457,13.933,0.822,3.42,,
2.71,13.99,10.516,4.274,0.877,3.696,,
19.968,13.61,2.704,10.612,0.865,5.066,,
2.106,5.838,2.85,2.368,0.906,3.127,,
0.671,3.057,-5.119,10.233,0.537,6.722,,
0,3.603,-1.043,4.075,0.441,2.495,,
0,16.81,0.36,12.233,0.781,3.677,,
0.045,22.559,12.129,12.145,0.835,4.649,,
0,23.902,8.604,13.296,0.762,2.299,,
0,20.818,15.375,12.193,0.728,4.759,,
0.701,14.26,9.209,3.19,0.703,4.408,,
1.042,17.735,10.994,12.825,0.784,4.327,,
0,18.044,4.939,13.925,0.706,2.592,,
8.926,16.942,11.283,4.675,0.882,3.462,,
2.602,17.699,9.208,1.358,0.937,4.26,,
13.404,8.339,5.424,2.012,0.915,5.807,,
39.01,9.162,6.788,2.488,0.945,3.956,,
1.037,8.228,6.728,2.755,0.886,4.853,,
0.36,8.368,4.092,5.654,0.848,3.026,,
0.017,12.184,2.951,12.049,0.854,1.856,,
0,15.168,2.273,13.601,0.807,1.871,,
0,17.503,4.178,12.852,0.813,2.255,,
0,12.109,5.721,12.949,0.73,4.532,,
0,10.413,2.25,12.559,0.655,4.86,,
0,11.401,1.343,12.979,0.776,2.559,,
0,13.701,3.493,11.77,0.699,2.246,,
0,12.87,3.704,7.02,0.725,2.512,,
0,10.713,5.793,2.327,0.659,3.848,,
5.809,15.357,8.38,1.737,0.828,5.527,,
7.764,16.374,12.754,1.897,0.948,2.845,,
9.426,12.448,5.05,7.721,0.873,4,,
0.158,6.168,1.909,6.129,0.72,5.699,,
0.041,7.284,-1.156,7.001,0.641,2.635,,
2.507,9.254,0.043,12.062,0.772,2.496,,
0,11.562,1.744,12.435,0.789,2.661,,
3.607,7.56,3.376,2.975,0.857,2.982,,
4.019,8.901,7.206,1.86,0.953,2.677,,
0.896,13.66,7.985,6.335,0.923,1.505,,
0.312,12.914,8.013,2.55,0.933,1.156,,
19.711,11.041,5.134,1.238,0.911,4.664,,
0.043,9.768,0.558,11.393,0.807,2.13,,
0,12.119,2.493,10.232,0.852,1.674,,
0.086,11.891,5.099,6.888,0.869,2.891,,
1.775,9.024,3.761,2.969,0.805,5.183,,
16.219,8.161,3.878,1.855,0.891,6.242,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
-99,-99,-99,-99,-99,-99,,
0,9.844,1.996,11.601,0.773,3.66,,
0,10.478,-0.892,12.72,0.647,3.45,,
5.148,9.937,4.917,2.994,0.871,5.571,,
0.385,6.885,1.279,9.776,0.836,4.473,,
0.251,7.273,0.705,7.2,0.895,3.191,,
0.439,16.765,4.434,11.306,0.871,5.463,,
0.079,13.066,7.356,10.681,0.812,3.761,,
1.315,9.648,6.523,8.403,0.864,4.003,,
19.645,9.07,6.076,3.956,0.909,4.93,,
0.01,5.931,0.173,9.709,0.747,5.038,,
0,7.612,-2.341,13.333,0.664,3.186,,
0,13.359,-0.089,13.521,0.644,3.411,,
0.024,10.486,4.56,4.848,0.875,3.101,,
1.495,12.187,9.152,3.311,0.905,5.396,,
1.514,14.041,11.365,3.296,0.93,2.433,,
1.957,12.506,11.295,1.913,0.937,1.774,,
6.789,10.597,7.395,2.351,0.926,3.457,,
15.202,7.779,0.806,5.312,0.897,5.163,,
0.385,6.905,-2.868,13.546,0.679,4.533,,
0,7.086,-2.362,14.156,0.65,3.931,,
0,7.892,-3.805,14.158,0.731,2.607,,
0,4.622,-1.317,14.684,0.68,5.917,,
0,11.408,-1.454,14.312,0.596,4.778,,
0.645,12.76,6.289,3.393,0.797,6.107,,
0.069,9.151,-1.21,7.048,0.741,5.586,,
0.048,10.34,-2.341,13.94,0.82,2.61,,
0,17.559,2.542,14.534,0.81,3.773,,
0,19.544,7.182,14.485,0.821,3.626,,
0.165,21.219,14.888,14.212,0.734,7.789,,
0,17.616,6.436,15.097,0.57,3.228,,
0,16.724,5.631,12.204,0.533,3.696,,
3.105,16.247,10.571,3.798,0.795,4.863,,
0.072,21.187,7.394,14.255,0.74,2.763,,
0,21.828,8.036,15.329,0.73,2.319,,
0.048,18.391,10.837,12.797,0.836,3.736,,
